experiment_name,experiment_path,intervention_name,intervention_slug,source_kind,N,T,s,e,output_path,activation_scope,unit_index,start_step
synth_no_interference_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6/intervention_library/no_intervention,no_time,,
synth_no_interference_6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_6/intervention_library/all_intervention,all_time,,
synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/intervention_library/no_intervention,no_time,,
synth_no_interference_7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_7/intervention_library/all_intervention,all_time,,
synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/intervention_library/no_intervention,no_time,,
synth_no_interference_8,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_8/intervention_library/all_intervention,all_time,,
synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/intervention_library/no_intervention,no_time,,
synth_no_interference_9,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_9/intervention_library/all_intervention,all_time,,
synth_no_interference_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_10,no_intervention,no_intervention,full_on,500,50,50,0,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_10/intervention_library/no_intervention,no_time,,
synth_no_interference_10,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_10,all_intervention,all_intervention,full_on,500,50,0,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/SyntheticNoInterference/synth_no_interference_10/intervention_library/all_intervention,all_time,,
